Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
2,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,29000,76000
3,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,31000,92000
4,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,33000,84000
5,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,35000,73000
6,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,39000,60000
7,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,42000,57000
8,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,46000,60000
9,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,51000,60000
10,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,55000,63000
11,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,60000,61000
12,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,65000,65000
13,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,70000,69000
14,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,76000,70000
15,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,82000,72000
16,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,88000,75000
17,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,97000,78000
18,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,109000,79000
19,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,130000,81000
20,Income Quantiles,Household,Without children,Equivalised Disposable Income,Equivalised Disposable Income,217000,83000
1,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,21000,36000
2,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,28000,44000
3,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,31000,17000
4,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,33000,24000
5,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,36000,33000
6,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,39000,34000
7,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,42000,35000
8,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,46000,28000
9,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,51000,25000
10,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,55000,16000
11,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,60000,16000
12,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,65000,14000
13,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,70000,15000
14,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,76000,13000
15,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,82000,9000
16,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,89000,7000
17,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,97000,5000
18,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,111000,5000
19,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,S,S
20,Income Quantiles,Household,Core Benefit recipients,Equivalised Disposable Income,Equivalised Disposable Income,S,S
1,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,11000,67000
2,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,29000,59000
3,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,31000,86000
4,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,33000,79000
5,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,35000,70000
6,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,39000,69000
7,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,42000,68000
8,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,46000,75000
9,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,51000,78000
10,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,55000,87000
11,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,60000,87000
12,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,65000,89000
13,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,70000,88000
14,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,75000,90000
15,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,82000,94000
16,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,88000,96000
17,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,97000,98000
18,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,109000,98000
19,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,130000,100000
20,Income Quantiles,Household,Core Benefit non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,219000,101000
1,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,17000,23000
2,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,28000,27000
3,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,31000,11000
4,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,33000,19000
5,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,36000,30000
6,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,39000,41000
7,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,42000,38000
8,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,46000,27000
9,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,51000,18000
10,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,55000,11000
11,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,60000,9000
12,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,65000,6000
13,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,69000,4000
14,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,75000,3000
15,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,S,S
16,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,S,S
17,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,S,S
18,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,S,S
19,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,S,S
20,Income Quantiles,Household,Working for Families recipients,Equivalised Disposable Income,Equivalised Disposable Income,S,S
1,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,14000,80000
2,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,29000,77000
3,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,31000,92000
4,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,33000,84000
5,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,35000,73000
6,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,39000,62000
7,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,42000,65000
8,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,46000,76000
9,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,51000,86000
10,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,55000,92000
11,Income Quantiles,Household,Working for Families non-recipients,Equivalised Disposable Income,Equivalised Disposable Income,60000,94000
